name,stationcode,ebike,mechanical,x,y,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Victor Hugo - Ecoles,41402,6,11,2.4180373930262093,48.80476007936134,2023-05-26T15:44:09+00:00,17,4,25,OUI,OUI,Alfortville,OUI,2023-05-26T16:22:00.535Z
Jules Ferry - Faubourg du Temple Paris,11036,4,2,2.3678933,48.868397,2023-05-26T15:45:13+00:00,6,49,58,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Stephenson - Doudeauville,18012,2,2,2.3561610281467438,48.888537048944826,2023-05-26T15:43:56+00:00,4,31,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de l'Édit de Nantes,19125,7,5,2.3785,48.88879,2023-05-26T15:45:11+00:00,12,12,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Anatole France - Louise Michel,23009,1,5,2.2881576418876652,48.88873214926474,2023-05-26T15:42:21+00:00,6,41,50,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Montgallet - Charenton,12027,7,9,2.3861649278137,48.842647778701,2023-05-26T15:45:52+00:00,16,0,16,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jacques Callot - Mazarine,6013,4,5,2.337574325501919,48.85528017533187,2023-05-26T15:46:07+00:00,9,17,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Gilbert Thomain,26007,5,0,2.2695400938391685,48.90717373809284,2023-05-26T15:41:25+00:00,5,12,20,OUI,OUI,Asnières-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Alfred Roll - Berthier,17102,2,4,2.30009529817631,48.88780857052871,2023-05-26T15:41:41+00:00,6,21,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Faustin Hélie - Desbordes-Valmore,16111,2,0,2.276522,48.859403,2023-05-26T15:46:13+00:00,2,29,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jean Macé - Faidherbe,11007,4,5,2.3828620836139,48.85337548426,2023-05-26T15:45:53+00:00,9,53,63,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ancien Canal - Hélène Brion,35018,3,5,2.4188338592648506,48.89484799296163,2023-05-26T15:45:24+00:00,8,14,23,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Departement - Pajol,18110,1,0,2.3613611608743668,48.886674849730184,2023-05-26T15:46:13+00:00,1,17,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parmentier - Hôpital Saint-Louis,10113,2,1,2.3698963836667,48.871379874257,2023-05-26T15:44:06+00:00,3,39,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place des Ternes.,17045,3,3,2.297727763652802,48.878438631226516,2023-05-26T15:46:12+00:00,6,35,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Montreuil - Gonnet,11115,1,1,2.3890856287864,48.850500564921,2023-05-26T15:42:06+00:00,2,21,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de la Porte de Châtillon,14021,0,0,2.3186306,48.8242469,2023-05-26T15:43:36+00:00,0,56,59,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Laplace,41102,1,0,2.3349460959434514,48.80893199114179,2023-05-26T15:43:40+00:00,1,41,43,OUI,OUI,Arcueil,OUI,2023-05-26T16:22:00.535Z
Clignancourt - Sofia,18141,8,0,2.34719488842051,48.88511992309783,2023-05-26T15:44:39+00:00,8,10,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai de la Loire - Jean Jaurès,19004,2,3,2.371074522980134,48.88339733854529,2023-05-26T15:45:38+00:00,5,9,16,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Route de Sèvres - Porte de Bagatelle,16124,8,38,2.249415814876557,48.87525984132485,2023-05-26T15:46:09+00:00,46,18,66,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Alexandre Dumas - Voltaire,11102,4,5,2.3891476408096,48.852888670365,2023-05-26T15:44:42+00:00,9,48,59,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bordier - Félix Faure,33003,5,4,2.3830059170722966,48.90390751882016,2023-05-26T15:45:27+00:00,9,38,48,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Félix Faure - Sadi Carnot,33009,3,2,2.378623187541962,48.90812110228388,2023-05-26T15:45:51+00:00,5,25,33,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Assemblée Nationale,7009,6,5,2.3201214185208,48.861411014652,2023-05-26T15:46:13+00:00,11,50,63,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Violet,15033,3,12,2.2905756533145905,48.84487893836502,2023-05-26T15:42:47+00:00,15,15,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Courbevoie,24002,3,1,2.2506506,48.8993867,2023-05-26T15:44:30+00:00,4,29,35,OUI,OUI,Courbevoie,OUI,2023-05-26T16:22:00.535Z
Victor Hugo - Magasins Généraux,33001,3,6,2.368072383105755,48.903281401126755,2023-05-26T15:45:43+00:00,9,23,34,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Petit - Manin,19019,1,3,2.3938155401308374,48.88650687534334,2023-05-26T15:45:44+00:00,4,17,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare d'Austerlitz,13014,1,9,2.364044,48.842524,2023-05-26T15:44:51+00:00,10,0,14,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place des Marseillais,42207,5,10,2.4059280753135686,48.82663907252554,2023-05-26T15:46:09+00:00,15,18,37,OUI,OUI,Charenton-le-Pont,OUI,2023-05-26T16:22:00.535Z
Charenton - Wattignies,12030,7,19,2.391795855555629,48.83667579640627,2023-05-26T15:46:15+00:00,26,6,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ménilmontant - Pelleport,20036,2,1,2.398959602331646,48.87068263384462,2023-05-26T15:46:16+00:00,3,15,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Courcelles - Place des Ternes,8055,2,3,2.2992860188665043,48.878199928923124,2023-05-26T15:46:12+00:00,5,26,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Guichet - Jean Jaurès,21109,3,15,2.3023840785026555,48.905169868129036,2023-05-26T15:46:10+00:00,18,8,28,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Edgar Quinet - Gaité,14001,2,6,2.32459545135498,48.84116092896631,2023-05-26T15:42:16+00:00,8,17,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Carnot,31012,2,2,2.441531717777252,48.85593932186797,2023-05-26T15:43:58+00:00,4,21,25,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Gare de Bercy,12024,3,25,2.3826066032052,48.839794573906,2023-05-26T15:45:26+00:00,28,6,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Anatole France - Jean Lolive,35019,1,4,2.4253764,48.8949922,2023-05-26T15:45:48+00:00,5,22,28,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Piat - Parc de Belleville,20113,0,0,2.384981390278095,48.87195626635528,2023-05-26T15:41:38+00:00,0,20,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Emeriau - Place de Brazzaville,15029,2,38,2.2871585190296173,48.850785261674964,2023-05-26T15:45:52+00:00,40,9,51,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parc Monceau,17018,1,0,2.3095492646098,48.881077914129,2023-05-26T15:45:50+00:00,1,14,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Petites Ecuries - Faubourg Poissonnière,10005,4,2,2.348388757504776,48.87397217237368,2023-05-26T15:45:29+00:00,6,10,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Nanterre - Université,92004,1,2,2.212693,48.901365,2023-05-26T15:36:43+00:00,3,17,20,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
Francoeur - Marcadet,18020,4,1,2.340014585442034,48.89104123261663,2023-05-26T15:44:32+00:00,5,15,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pascal - Claude Bernard,5026,9,10,2.3499782010912895,48.839061952159746,2023-05-26T15:46:14+00:00,19,26,49,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vignerons - Minimes,43006,3,11,2.430793,48.841486,2023-05-26T15:45:20+00:00,14,13,29,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Grenelle - Dr Finlay,15028,1,59,2.2919502854347233,48.851315406715976,2023-05-26T15:45:46+00:00,60,10,71,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lamennais - Washington,8102,1,3,2.303444892168045,48.87352990026496,2023-05-26T15:46:01+00:00,4,21,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pierre et Marie Curie - Julien Grimau,31702,2,0,2.424097023904324,48.870714014863225,2023-05-26T15:39:25+00:00,2,16,18,OUI,OUI,Bagnolet,OUI,2023-05-26T16:22:00.535Z
Pierre Grenier - Pont de Billancourt,21013,1,4,2.2487989068031315,48.8258020742942,2023-05-26T15:44:41+00:00,5,15,21,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Bineau - Louise Michel,23011,0,1,2.2843274474143986,48.88666162206972,2023-05-26T15:45:05+00:00,1,22,25,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Professeur René Leriche - Général Leclerc,21111,0,15,2.307887971401215,48.90782845483013,2023-05-26T15:43:27+00:00,15,35,50,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Quai Voltaire,7006,11,17,2.3314182047146,48.858942986179,2023-05-26T15:44:22+00:00,28,3,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parc de Belleville - Julien Lacroix,20040,0,3,2.3842214,48.8703459,2023-05-26T15:45:02+00:00,3,23,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Pont-Cardinet,17017,3,1,2.314494143994255,48.88713901475306,2023-05-26T15:45:34+00:00,4,27,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Morice - Général Leclerc,21105,6,6,2.3128929734230046,48.90245471981591,2023-05-26T15:45:58+00:00,12,12,25,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Place Jean Delay,13026,2,1,2.354336,48.823316,2023-05-26T15:45:08+00:00,3,32,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pierre Larousse - Raymond Losserand,14139,0,0,2.3119183257222176,48.83059564231877,2023-05-26T15:43:36+00:00,0,30,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vasco de Gama,15055,3,48,2.283664085650799,48.83671783466264,2023-05-26T15:46:11+00:00,51,2,54,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place du Général de Gaulle,41207,3,9,2.4877332,48.8525288,2023-05-26T15:43:28+00:00,12,15,28,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-26T16:22:00.535Z
Lauriston - Copernic,16006,5,0,2.289918,48.86926,2023-05-26T15:45:07+00:00,5,14,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charenton - Place du Col Bourgoin,12011,10,20,2.3825789350545,48.844867319554,2023-05-26T15:46:00+00:00,30,2,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bara - Henri Farman,21308,3,8,2.2677567601203923,48.833218027457846,2023-05-26T15:44:39+00:00,11,25,36,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Michelet - Assas,6018,3,1,2.335021197795868,48.84274150283194,2023-05-26T15:46:10+00:00,4,14,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Belleville - Porte des Lilas,19037,1,0,2.404769691129476,48.87660391892763,2023-05-26T15:44:04+00:00,1,29,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Haxo - Surmelin,20109,1,0,2.40539657537972,48.8694370761222,2023-05-26T15:46:16+00:00,1,18,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Adolphe Cherioux - Vaugirard,15038,4,8,2.3010657727718353,48.83959442800459,2023-05-26T15:44:59+00:00,12,50,63,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sèvres-Gallieni,21032,1,10,2.2281519323587,48.837809408957,2023-05-26T15:42:47+00:00,11,15,27,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Tanger - Place du Maroc,19109,4,4,2.3689296841621403,48.8862524447104,2023-05-26T15:40:32+00:00,8,10,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place du Cornillon - Stade de France,32014,19,11,2.3644426837563515,48.92540695835961,2023-05-26T15:42:29+00:00,30,0,34,OUI,OUI,Saint-Denis,OUI,2023-05-26T16:22:00.535Z
Génie - Mozart,44012,6,2,2.3734183609485626,48.794902381218904,2023-05-26T15:45:17+00:00,8,11,19,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Place du Maréchal Juin - Péreire,17027,4,4,2.298286,48.885263,2023-05-26T15:37:34+00:00,8,37,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lucie Aubrac - Franklin,31016,1,0,2.4435862898826604,48.86223916006812,2023-05-26T15:43:04+00:00,1,35,36,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Hôtel de Ville d'Argenteuil,51003,7,8,2.2496396,48.946504,2023-05-26T15:44:39+00:00,15,15,30,OUI,OUI,Argenteuil,OUI,2023-05-26T16:22:00.535Z
Gare Routière de Saint Cloud,22101,0,6,2.222245037555695,48.84288183896324,2023-05-26T15:44:48+00:00,6,23,31,OUI,OUI,Saint-Cloud,OUI,2023-05-26T16:22:00.535Z
Belfort - Voltaire,11020,2,6,2.3829901,48.8563358,2023-05-26T15:45:56+00:00,8,28,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Colonel Monteil - Brune,14122,2,1,2.3092747998272,48.82650293311,2023-05-26T15:38:42+00:00,3,16,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Edouard Pailleron - Simon Bolivar,19039,1,0,2.374839261174202,48.87979886049996,2023-05-26T15:42:45+00:00,1,23,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Château - Bineau,22001,3,1,2.270106375217438,48.890404028589806,2023-05-26T15:44:55+00:00,4,19,23,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Mairie du 18ème,18025,6,1,2.3445510864257812,48.892939296937605,2023-05-26T15:46:14+00:00,7,31,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bridaine - Lamandé,17122,5,0,2.3206239,48.8862074,2023-05-26T15:40:28+00:00,5,23,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte de Ménilmontant,20027,1,0,2.40932246879487,48.8691543609174,2023-05-26T15:45:00+00:00,1,13,15,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Danton - Serpente,6016,1,8,2.3414132371544834,48.85229736258167,2023-05-26T15:46:02+00:00,9,12,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square des Epinettes,17121,1,0,2.325953990221024,48.89383909781389,2023-05-26T15:45:43+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lepic - Armée d'Orient,18113,4,0,2.334307730197907,48.88753640381415,2023-05-26T15:41:05+00:00,4,20,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pajol - Riquet,18109,2,2,2.3628534749150276,48.88960028134536,2023-05-26T15:46:04+00:00,4,38,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lassus - Delouvain,19038,0,0,2.3890327325519,48.8755044846,2023-05-26T15:39:08+00:00,0,18,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Emile Blemont - Poteau,18029,3,1,2.3415122,48.8943782,2023-05-26T15:46:15+00:00,4,33,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square du Carrefour de l'Insurrection,21703,0,0,2.291113436222077,48.820864559770676,2023-05-26T15:45:52+00:00,0,22,23,OUI,OUI,Vanves,OUI,2023-05-26T16:22:00.535Z
Orteaux - Mouraud,20118,1,1,2.408762907764669,48.85558642847872,2023-05-26T15:45:05+00:00,2,21,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
François Ponsard - La Muette,16021,1,0,2.2744515,48.8583666,2023-05-26T15:43:36+00:00,1,21,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bellefond - Maubeuge,9117,2,2,2.3452642187476,48.878255397645,2023-05-26T15:44:19+00:00,4,27,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pelleport - Belgrand,20023,2,1,2.403980836377493,48.86500081847653,2023-05-26T15:43:03+00:00,3,12,15,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Etienne Pernet,15035,1,37,2.2921819612383847,48.84243457133779,2023-05-26T15:46:12+00:00,38,5,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte d'Aubervilliers,18049,4,6,2.3689722642302513,48.89859661942376,2023-05-26T15:46:15+00:00,10,42,55,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sadi Carnot - François Mitterrand,31703,2,0,2.4241617321968083,48.87532687671517,2023-05-26T15:37:52+00:00,2,24,27,OUI,OUI,Bagnolet,OUI,2023-05-26T16:22:00.535Z
Gabrielle Josserand - Edouard Vaillant,35003,3,1,2.3933270573616032,48.90271566255436,2023-05-26T15:40:52+00:00,4,21,25,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Square Saint-Ambroise,11041,1,5,2.375841,48.860934,2023-05-26T15:45:30+00:00,6,34,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charles de Gaulle - Jean Lolive,35014,2,1,2.4126765131950383,48.8932644350857,2023-05-26T15:46:04+00:00,3,22,26,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Ecole Vétérinaire,47005,3,24,2.4224362157778994,48.81488859822486,2023-05-26T15:45:59+00:00,27,8,36,OUI,OUI,Maisons-Alfort,OUI,2023-05-26T16:22:00.535Z
Ledru-Rollin - Place du Père Chaillet,11006,3,4,2.379020587761426,48.856433706943704,2023-05-26T15:46:12+00:00,7,27,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boulets - Faubourg Saint-Antoine,11010,0,2,2.3917546141943,48.849259262115,2023-05-26T15:45:29+00:00,2,41,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Maine - Antoine Bourdelle,15002,4,13,2.320263946784738,48.84308531746595,2023-05-26T15:46:14+00:00,17,0,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Kléber - Gouverneur Général Eboué,21310,0,11,2.2723413258790965,48.826885843069796,2023-05-26T15:46:07+00:00,11,10,24,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Président Wilson - Jean Jaures,23007,2,1,2.2920683026313786,48.89034054052266,2023-05-26T15:46:14+00:00,3,23,27,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Place Jacques Bonsergent,10010,3,8,2.3612049221992,48.870948218595,2023-05-26T15:46:04+00:00,11,19,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square René Viviani - Montebello,5121,5,19,2.347842156887055,48.851904891406384,2023-05-26T15:45:41+00:00,24,8,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Haies - Réunion,20116,1,1,2.402426162238911,48.85386896766491,2023-05-26T15:44:53+00:00,2,20,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mozart - Jasmin,16027,1,16,2.268483570651513,48.85286124871689,2023-05-26T15:45:56+00:00,17,43,62,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Pasdeloup,11043,3,10,2.3670325062844,48.862654215631,2023-05-26T15:45:53+00:00,13,7,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pont Neuf - Rivoli,1117,4,18,2.344057559967,48.860089892617,2023-05-26T15:45:54+00:00,22,4,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Eugène Oudiné - Dessous Des Berges,13046,1,25,2.3750226,48.8256423,2023-05-26T15:45:50+00:00,26,17,44,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Traversière - Ledru-Rollin,12004,5,22,2.375870111706245,48.850735824128805,2023-05-26T15:44:54+00:00,27,3,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare Montparnasse - Vaugirard,15003,39,20,2.31951002690117,48.8418071798797,2023-05-26T15:44:35+00:00,59,6,66,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Neuve Saint-Pierre - Beautreillis,4110,3,2,2.3639122769236565,48.85355351439652,2023-05-26T15:46:00+00:00,5,13,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pereire - Place de Wagram,17022,2,2,2.304111124531457,48.887070607581215,2023-05-26T15:43:16+00:00,4,41,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Belleville - Pyrénées,19041,3,0,2.3860039,48.8741908,2023-05-26T15:45:34+00:00,3,36,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie de Sceaux,23304,0,16,2.2887361764861,48.778916905132,2023-05-26T15:43:21+00:00,16,17,33,OUI,OUI,Sceaux,OUI,2023-05-26T16:22:00.535Z
Chateau,23403,0,0,2.3135878035462,48.774661399959,2023-04-13T06:33:39+00:00,0,0,0,NON,NON,Bourg-la-Reine,NON,2023-05-26T16:22:00.535Z
Parc de Choisy,13122,2,0,2.3585135329033,48.828156251575,2023-05-26T15:45:46+00:00,2,23,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gustave Eiffel - Parc des Impressionnistes,21114,1,6,2.2946908324956894,48.90390619651018,2023-05-26T15:46:00+00:00,7,22,30,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Borrégo - Gambetta,20137,0,0,2.4014145880937576,48.87330497045532,2023-05-26T15:45:02+00:00,0,25,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jeanne Hornet - Girardot,31704,2,1,2.427820265293122,48.873802681432146,2023-05-26T15:41:13+00:00,3,22,29,OUI,OUI,Bagnolet,OUI,2023-05-26T16:22:00.535Z
Billancourt - Général Leclerc,21024,0,5,2.2380413,48.8322649,2023-05-26T15:39:04+00:00,5,16,22,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Favart - Italiens,2013,2,0,2.3382901058508,48.871446353921,2023-05-26T15:46:13+00:00,2,13,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parvis Corentin Celton,21311,2,36,2.2784319519996648,48.82747252522725,2023-05-26T15:46:15+00:00,38,17,55,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
François 1er - Montaigne,8038,5,7,2.306675575720671,48.866887649978096,2023-05-26T15:43:50+00:00,12,17,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Surcouf - Université,7016,3,17,2.309453550914185,48.861273016278126,2023-05-26T15:46:14+00:00,20,37,58,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Beaujon - Wagram,8056,1,0,2.2964416444302,48.875352455985,2023-05-26T15:43:52+00:00,1,26,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vieille du Temple - Francs Bourgeois,4013,5,14,2.35821794718504,48.858256413365815,2023-05-26T15:45:51+00:00,19,9,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hôtel de Ville de Champigny sur Marne,45001,10,6,2.5096759200096,48.813810628405,2023-05-26T15:43:35+00:00,16,5,21,OUI,OUI,Champigny-sur-Marne,OUI,2023-05-26T16:22:00.535Z
Faubourg Poissonniere - Delta,9118,1,0,2.3497482016682625,48.882555807626765,2023-05-26T15:45:07+00:00,1,34,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place François Mitterand,31023,1,0,2.442958317697048,48.86492782016328,2023-05-26T15:39:02+00:00,1,32,34,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Greneta - Sebastopol,2001,5,12,2.3516669869423,48.865242333228,2023-05-26T15:46:13+00:00,17,13,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Poissonniers - Nord,18137,2,3,2.3522228747606277,48.892511213520656,2023-05-26T15:45:11+00:00,5,21,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Reims - Porte d'Asnières,17116,0,5,2.300144659954865,48.891834448210986,2023-05-26T15:45:52+00:00,5,21,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bercy.,12108,15,47,2.3788625746965,48.839966914994,2023-05-26T15:45:36+00:00,62,2,66,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Brochant - Square des Batignolles,17016,6,1,2.316861143151153,48.88818698581028,2023-05-26T15:44:39+00:00,7,24,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Dupont de l'Eure - Gambetta,20202,5,0,2.4003649,48.8679385,2023-05-26T15:44:40+00:00,5,25,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Raymond Souplex,18019,2,2,2.335426103165901,48.89183721478911,2023-05-26T15:45:03+00:00,4,45,52,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Keller - La Roquette,11003,3,9,2.3752778,48.8555508,2023-05-26T15:44:44+00:00,12,21,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 15ème,15020,3,9,2.2986539,48.8417762,2023-05-26T15:44:59+00:00,12,17,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place des Larris,41206,2,3,2.4780236,48.8568363,2023-05-26T15:40:43+00:00,5,28,34,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-26T16:22:00.535Z
Vistule - Choisy,13113,4,2,2.3615723848342896,48.82365543660611,2023-05-26T15:46:11+00:00,6,24,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Manin - Crimée,19031,3,5,2.3863670602440834,48.8831217743719,2023-05-26T15:45:11+00:00,8,15,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Nationale - Marcel Duchamp,13114,0,1,2.3678014799952507,48.82463749337136,2023-05-26T15:39:20+00:00,1,22,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Blaise - Mouraud,20017,3,0,2.40869477391243,48.85696177597818,2023-05-26T15:46:13+00:00,3,22,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hôtel de Ville de Levallois Perret,23008,0,5,2.2888818383216862,48.89314451997415,2023-05-26T15:46:13+00:00,5,17,26,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
